artist,song,duration_ms,year,genre,danceability
Jonas Blue,Fast Car,212424,2015,pop; Dance/Electronic,0.644
BÃ˜RNS,Electric Love,218173,2015,rock; pop,0.373
Sigala,Easy Love,229813,2018,pop; Dance/Electronic,0.68
Justin Bieber,Sorry,200786,2015,pop,0.654
Ariana Grande,One Last Time,197266,2014,pop,0.628
Little Mix,Black Magic,211773,2015,pop,0.777
One Direction,Perfect,230333,2015,pop,0.647
Years & Years,Shine,255506,2015,pop; Dance/Electronic,0.667
Meghan Trainor,Lips Are Movin,182666,2015,pop,0.775
Nicky Jam,El PerdÃ³n - Forgiveness,206666,2017,latin,0.736
The Weeknd,Starboy,230453,2016,pop; R&B,0.681
Drake,One Dance,173986,2016,hip hop; pop; R&B,0.792
Justin Bieber,Love Yourself,233720,2015,pop,0.609
The Chainsmokers,Closer,244960,2016,pop; Dance/Electronic,0.748
Adele,Hello,295502,2015,pop; R&B,0.471
Desiigner,Panda,246761,2016,hip hop; pop,0.576
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,Dance/Electronic,0.841
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,pop,0.592
OneRepublic,Wherever I Go,169773,2016,pop,0.552
Rihanna,Work,219320,2016,hip hop; pop; R&B,0.725
Coldplay,Hymn for the Weekend,258266,2015,rock; pop,0.491
Justin Bieber,Sorry,200786,2015,pop,0.654
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,2016,pop,0.666
WILLOW,Wait a Minute!,196520,2015,pop; R&B; Dance/Electronic,0.764
Desiigner,Tiimmy Turner,239853,2016,hip hop; pop,0.603
G-Eazy,"Me, Myself & I",251466,2015,hip hop; pop,0.756
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,hip hop; pop; Dance/Electronic,0.367
Astrid S,Hurts So Good,208728,2016,rock; pop; Dance/Electronic,0.672
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,2016,hip hop; pop,0.502
Twenty One Pilots,Heathens,195920,2016,rock,0.732
Future,Low Life (feat. The Weeknd),313546,2016,hip hop; pop,0.722
Galantis,No Money,189126,2016,pop; Dance/Electronic,0.671
The Chainsmokers,Don't Let Me Down,208373,2016,pop; Dance/Electronic,0.532
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,2016,hip hop; pop; Dance/Electronic,0.916
Alok,Hear Me Now,192846,2016,pop; Dance/Electronic,0.788
Jon Bellion,All Time Low,217603,2016,hip hop; pop,0.617
Cheat Codes,Sex,228361,2016,pop; Dance/Electronic,0.51
Meghan Trainor,NO,213506,2017,pop,0.557
Dua Lipa,Hotter Than Hell,187957,2017,pop,0.532
Martin Garrix,In the Name of Love,195706,2016,pop; Dance/Electronic,0.501
Alan Walker,Faded,212106,2018,Dance/Electronic,0.468
Tove Lo,Cool Girl,197815,2016,pop; Dance/Electronic,0.674
DJ Snake,Let Me Love You,205946,2016,hip hop; pop; Dance/Electronic,0.649
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,2016,hip hop; pop; Dance/Electronic,0.631
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,2016,hip hop; pop; Dance/Electronic,0.664
Kevin Gates,2 Phones,240000,2016,hip hop; pop,0.895
Rihanna,Needed Me,191600,2016,hip hop; pop; R&B,0.671
Ariana Grande,Side To Side,226160,2016,pop,0.648
Marshmello,Alone,273802,2016,pop; Dance/Electronic,0.631
Shawn Mendes,I Know What You Did Last Summer,223853,2015,pop,0.687
Selena Gomez,Same Old Love,229080,2015,pop,0.672
Calvin Harris,My Way,219159,2016,hip hop; pop; Dance/Electronic,0.818
Fitz and The Tantrums,HandClap,193253,2016,pop; rock,0.636
Twenty One Pilots,Ride,214506,2015,rock,0.645
Flo Rida,My House,192190,2015,hip hop; pop,0.688
Ariana Grande,Dangerous Woman,235946,2016,pop,0.677
Anne-Marie,Alarm,205593,2016,pop; Dance/Electronic,0.756
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,2016,pop,0.728
AlunaGeorge,I'm In Control,209425,2016,pop; Dance/Electronic,0.734
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,2016,pop; latin,0.716
MNEK,Never Forget You,213427,2015,Dance/Electronic,0.583
Mike Perry,The Ocean (feat. Shy Martin),183414,2016,pop; Dance/Electronic,0.632
Drake,Hotline Bling,267066,2016,hip hop; pop; R&B,0.903
Ariana Grande,Into You,244453,2016,pop,0.623
Shawn Mendes,Treat You Better,187973,2017,pop,0.444
Tory Lanez,Say It,237786,2016,hip hop; pop; R&B,0.546
Coldplay,Adventure of a Lifetime,263786,2015,rock; pop,0.638
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,2016,pop; Dance/Electronic,0.79
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,2016,pop; R&B,0.332
X Ambassadors,Renegades,195200,2015,hip hop; rock; pop,0.526
DNCE,Cake By The Ocean,219146,2016,pop,0.774
99 Souls,The Girl Is Mine,216613,2016,Dance/Electronic,0.683
Illy,Papercuts (feat. Vera Blue),255889,2016,hip hop; pop; Dance/Electronic,0.369
Kiiara,Gold,225882,2015,rock; pop; Dance/Electronic,0.6
Kygo,Stole the Show,222813,2016,pop; Dance/Electronic,0.678
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2016,pop,0.803
Drake,Pop Style,212946,2016,hip hop; pop; R&B,0.713
ZAYN,PILLOWTALK,203686,2016,pop; Dance/Electronic,0.588
Alessia Cara,Here,199453,2016,pop; R&B,0.376
DJ Snake,Middle,220573,2016,hip hop; pop; Dance/Electronic,0.611
Sigala,Sweet Lovin' - Radio Edit,202149,2015,pop; Dance/Electronic,0.683
Drake,Jumpman,205879,2015,hip hop; pop; R&B,0.852
Charlie Puth,Dangerously,199133,2016,pop,0.696
Nick Jonas,Close,234213,2016,pop,0.654
Jonas Blue,Perfect Strangers,196613,2016,pop; Dance/Electronic,0.742
Major Lazer,Cold Water (feat. Justin Bieber & MÃ˜),185351,2016,hip hop; pop; Dance/Electronic,0.608
The Chainsmokers,Roses,226738,2015,pop; Dance/Electronic,0.713
Tory Lanez,LUV,228640,2016,hip hop; pop; R&B,0.688
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,2016,pop,0.632
Bryson Tiller,Don't,198293,2015,hip hop; pop; R&B,0.765
Steve Aoki,Just Hold On,198774,2016,hip hop; pop; Dance/Electronic,0.647
Clean Bandit,Tears (feat. Louisa Johnson),225914,2016,pop; Dance/Electronic,0.605
Jonas Blue,Fast Car,212424,2015,pop; Dance/Electronic,0.459
Flume,Never Be Like You,233337,2016,Dance/Electronic,0.443
Bastille,Good Grief,206493,2016,pop; rock,0.73
Sia,The Greatest (feat. Kendrick Lamar),210226,2016,pop,0.668
PARTYNEXTDOOR,Not Nice,202661,2016,hip hop; pop; R&B,0.598
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,2016,hip hop; pop,0.492
Hilltop Hoods,1955,239280,2016,hip hop; pop,0.766
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2016,pop,0.689
Daya,"Sit Still, Look Pretty",202221,2016,rock; pop; Dance/Electronic,0.657
Kent Jones,Don't Mind,198236,2016,hip hop,0.464
Flume,Say It,262521,2016,Dance/Electronic,0.581
Bryson Tiller,Exchange,194613,2015,hip hop; pop; R&B,0.525
MÃ˜,Final Song,235826,2016,pop; Dance/Electronic,0.695
BeyoncÃ©,Sorry,232560,2016,pop; R&B,0.775
Little Mix,Shout Out to My Ex,246240,2017,pop,0.773
The Lumineers,Ophelia,160097,2016,pop; Folk/Acoustic,0.664
Frank Ocean,Pink + White,184516,2016,hip hop; pop; R&B,0.544
Drake,Too Good,263373,2016,hip hop; pop; R&B,0.794
Ed Sheeran,Shape of You,233712,2017,pop,0.825
Sean Paul,No Lie,221176,2018,hip hop; pop,0.742
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,2017,pop; latin,0.66
Sam Smith,Too Good At Goodbyes,201000,2017,pop,0.681
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,2016,pop; Dance/Electronic,0.72
Camila Cabello,Havana (feat. Young Thug),216896,2017,pop,0.768
Imagine Dragons,Thunder,187146,2017,rock,0.6
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,2018,pop,0.783
The Chainsmokers,Something Just Like This,247160,2017,pop; Dance/Electronic,0.617
Ed Sheeran,Perfect,263400,2017,pop,0.599
MGMT,Little Dark Age,299960,2018,rock,0.705
Travis Scott,goosebumps,243836,2016,hip hop; Dance/Electronic,0.841
Billie Eilish,Bored,180933,2017,pop; Dance/Electronic,0.614
Future,Mask Off,204600,2017,hip hop; pop,0.833
G-Eazy,Him & I,268866,2017,hip hop; pop,0.589
Maroon 5,Cold (feat. Future),234308,2017,pop,0.697
Rae Sremmurd,Swang,208120,2016,hip hop; pop,0.681
Lil Peep,Save That Shit,231546,2017,hip hop,0.534
A$AP Ferg,Plain Jane,173600,2017,hip hop; pop,0.797
French Montana,Unforgettable,233901,2017,hip hop; pop,0.726
21 Savage,Bank Account,220306,2017,hip hop,0.884
Axwell /\ Ingrosso,More Than You Know,203000,2017,pop; Dance/Electronic,0.645
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,2017,pop; Dance/Electronic,0.259
J Balvin,Mi Gente,189029,2017,latin,0.548
Jax Jones,You Don't Know Me - Radio Edit,213946,2016,hip hop; pop; Dance/Electronic,0.876
Rae Sremmurd,Black Beatles,291893,2016,hip hop; pop,0.794
Zara Larsson,Ain't My Fault,224030,2017,pop; Dance/Electronic,0.576
Travis Scott,BUTTERFLY EFFECT,190677,2017,hip hop; Dance/Electronic,0.763
Ayo & Teo,Rolex,238586,2017,hip hop; pop,0.804
Lil Uzi Vert,XO Tour Llif3,182706,2017,hip hop,0.732
Imagine Dragons,Whatever It Takes,201240,2017,rock,0.672
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,hip hop,0.886
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,2017,hip hop; pop,0.696
G-Eazy,No Limit,245386,2017,hip hop; pop,0.838
Playboi Carti,Magnolia,181812,2017,hip hop,0.791
Chord Overstreet,Hold On,198853,2017,pop; Folk/Acoustic,0.618
Jax Jones,Breathe,207629,2017,hip hop; pop; Dance/Electronic,0.722
Imagine Dragons,Believer,204346,2017,rock,0.779
Natti Natasha,Criminal,232549,2017,pop; latin,0.814
Kendrick Lamar,HUMBLE.,177000,2017,hip hop,0.906
Selena Gomez,Fetish (feat. Gucci Mane),186112,2017,pop,0.708
Charlie Puth,Attention,211475,2017,pop,0.774
Big Shaq,Man's Not Hot,186026,2017,pop; Dance/Electronic,0.905
Anne-Marie,Ciao Adios,200104,2017,pop; Dance/Electronic,0.698
Rag'n'Bone Man,Human,200186,2017,R&B,0.602
blackbear,do re mi,212027,2017,hip hop; pop; Dance/Electronic,0.745
Lil Pump,Gucci Gang,124055,2017,hip hop,0.936
Taylor Swift,Look What You Made Me Do,211853,2017,pop,0.766
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,2017,pop; latin,0.688
Kodak Black,Tunnel Vision,268186,2017,hip hop,0.497
Kendrick Lamar,DNA.,185946,2017,hip hop,0.636
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,2017,hip hop,0.839
XXXTENTACION,Jocelyn Flores,119133,2017,hip hop,0.872
Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,2017,hip hop; pop,0.926
Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,2017,hip hop; pop,0.91
Martin Garrix,Scared to Be Lonely,220883,2017,pop; Dance/Electronic,0.584
Jonas Blue,Mama,181614,2017,pop; Dance/Electronic,0.739
Martin Jensen,Solo Dance,174933,2016,pop; Dance/Electronic,0.744
Taylor Swift,...Ready For It?,208186,2017,pop,0.613
David Guetta,2U (feat. Justin Bieber),194896,2017,hip hop; pop; Dance/Electronic,0.548
Migos,Slippery (feat. Gucci Mane),304041,2017,hip hop; pop,0.92
Shawn Mendes,There's Nothing Holdin' Me Back,199440,2017,pop,0.857
G-Eazy,Good Life (with G-Eazy & Kehlani),225520,2017,hip hop; pop,0.572
The Vamps,All Night,197640,2017,pop,0.538
Dua Lipa,New Rules,212000,2017,pop,0.763
Cardi B,Bodak Yellow,223962,2017,hip hop; pop,0.929
Rag'n'Bone Man,Skin,239626,2017,R&B,0.564
Zara Larsson,I Would Like,226720,2017,pop; Dance/Electronic,0.486
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),204173,2017,hip hop; pop,0.671
Post Malone,Congratulations,220293,2016,hip hop,0.63
Avicii,Without You (feat. Sandro Cavazza),181672,2017,pop; Dance/Electronic,0.662
Clean Bandit,Symphony (feat. Zara Larsson),214866,2017,pop; Dance/Electronic,0.718
Katy Perry,Chained To The Rhythm,237733,2017,pop,0.562
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,2016,set(),0.807
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,2017,hip hop; pop; Dance/Electronic,0.893
Migos,T-Shirt,242407,2017,hip hop; pop,0.865
OneRepublic,Rich Love (with Seeb),201256,2017,pop,0.401
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,193613,2017,rock; pop,0.703
Macklemore,Glorious (feat. Skylar Grey),220454,2017,hip hop; pop,0.731
Hayden James,NUMB,217296,2019,pop; Dance/Electronic,0.617
Liam Payne,Strip That Down,204502,2017,pop,0.869
Drake,Passionfruit,298940,2017,hip hop; pop; R&B,0.809
Justin Bieber,Friends (with BloodPopÂ®),189466,2017,pop,0.744
ZAYN,"I Donâ€™t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,2016,pop; Dance/Electronic,0.735
Alessia Cara,Scars To Your Beautiful,230226,2016,pop; R&B,0.319
2 Chainz,It's A Vibe,210200,2017,hip hop; pop,0.822
Starley,Call on Me - Ryan Riback Remix,222040,2016,pop; Dance/Electronic,0.67
AJR,Weak,201160,2017,rock,0.673
Lana Del Rey,Lust for Life (with The Weeknd),264011,2017,pop,0.499
CNCO,ReggaetÃ³n Lento (Remix),188786,2017,pop; latin,0.623
The Vamps,Middle Of The Night,174600,2017,pop,0.588
The Weeknd,I Feel It Coming,269186,2016,pop; R&B,0.773
The Chainsmokers,Paris,221506,2017,pop; Dance/Electronic,0.653
Big Sean,Bounce Back,222360,2017,hip hop; pop,0.78
Shawn Mendes,Mercy,208733,2017,pop,0.561
Avicii,Lonely Together (feat. Rita Ora),181812,2017,pop; Dance/Electronic,0.655
Cheat Codes,No Promises (feat. Demi Lovato),223503,2017,pop; Dance/Electronic,0.741
Bruno Mars,24K Magic,225983,2016,pop,0.818
Lorde,Homemade Dynamite - REMIX,214254,2017,pop; Dance/Electronic,0.781
Kygo,It Ain't Me (with Selena Gomez),220780,2017,pop; Dance/Electronic,0.64
Drake,God's Plan,198973,2018,hip hop; pop; R&B,0.754
Post Malone,rockstar (feat. 21 Savage),218146,2018,hip hop,0.585
Offset,Ric Flair Drip (with Metro Boomin),172800,2017,hip hop; pop,0.88
G-Eazy,Him & I (with Halsey),268866,2017,hip hop; pop,0.589
Dynoro,In My Mind,184560,2018,pop; Dance/Electronic,0.694
Juice WRLD,Lucid Dreams,239835,2018,hip hop,0.511
Zedd,The Middle,184732,2018,hip hop; pop; Dance/Electronic,0.753
Marshmello,FRIENDS,202620,2018,pop; Dance/Electronic,0.626
Cardi B,I Like It,253390,2018,hip hop; pop,0.816
XXXTENTACION,Moonlight,135090,2018,hip hop,0.921
Ariana Grande,no tears left to cry,205920,2018,pop,0.699
Sheck Wes,Mo Bamba,183906,2018,hip hop,0.729
Calvin Harris,One Kiss (with Dua Lipa),214846,2018,hip hop; pop; Dance/Electronic,0.791
Tyga,Taste (feat. Offset),232959,2018,hip hop; pop,0.884
Travis Scott,SICKO MODE,312820,2018,hip hop; Dance/Electronic,0.834
Imagine Dragons,Natural,189466,2018,rock,0.704
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,2018,hip hop; pop; Dance/Electronic,0.842
Marshmello,Spotlight,177600,2018,pop; Dance/Electronic,0.546
The Weeknd,Pray For Me (with Kendrick Lamar),211440,2018,pop; R&B,0.735
Billie Eilish,lovely (with Khalid),200185,2018,pop; Dance/Electronic,0.351
Migos,Walk It Talk It,276147,2018,hip hop; pop,0.907
Clean Bandit,Solo (feat. Demi Lovato),222653,2018,pop; Dance/Electronic,0.737
Drake,Nonstop,238614,2018,hip hop; pop; R&B,0.912
6ix9ine,FEFE,179404,2018,hip hop,0.931
The Weeknd,Call Out My Name,228373,2018,pop; R&B,0.461
Nio Garcia,Te BotÃ© - Remix,417920,2018,latin,0.903
Migos,MotorSport,303076,2018,hip hop; pop,0.904
Nicky Jam,X,172854,2019,latin,0.594
XXXTENTACION,SAD!,166605,2018,hip hop,0.74
Becky G,Sin Pijama,188560,2018,pop; latin,0.791
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,2017,hip hop; pop,0.653
6ix9ine,GUMMO,157643,2018,hip hop,0.66
Jax Jones,Breathe,207629,2017,hip hop; pop; Dance/Electronic,0.722
The Chainsmokers,Sick Boy,193200,2018,pop; Dance/Electronic,0.663
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,2018,hip hop; pop,0.645
Rich The Kid,Plug Walk,175229,2018,hip hop; pop,0.876
Kendrick Lamar,All The Stars (with SZA),232186,2018,hip hop,0.698
Logic,Everyday,204746,2018,hip hop; pop,0.667
Jason Derulo,Tip Toe (feat. French Montana),187521,2017,hip hop; pop,0.845
Ariana Grande,God is a woman,197546,2018,pop,0.602
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300,2018,hip hop; pop,0.713
EO,German,170825,2018,set(),0.862
Dennis Lloyd,Nevermind,156600,2017,pop,0.6
girl in red,we fell in love in october,184153,2018,pop; rock; Dance/Electronic,0.566
Selena Gomez,Wolves,197993,2017,pop,0.724
TiÃ«sto,Jackie Chan,215759,2018,pop; Dance/Electronic,0.747
Tom Walker,Leave a Light On,185863,2017,rock; pop,0.586
SofÃ­a Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,2018,pop; latin,0.792
Marshmello,Silence,180822,2017,pop; Dance/Electronic,0.52
5 Seconds of Summer,Youngblood,203417,2018,pop,0.596
Loud Luxury,Body (feat. brando),163216,2017,pop; Dance/Electronic,0.752
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,2018,pop,0.541
NF,Let You Down,212120,2017,hip hop; pop,0.662
XXXTENTACION,changes,121886,2018,hip hop,0.669
Maluma,CorazÃ³n (feat. Nego do Borel),184720,2018,latin,0.722
Cardi B,Bodak Yellow,223712,2018,hip hop; pop,0.926
Lil Baby,Yes Indeed,142273,2018,hip hop,0.963
Jonas Blue,Rise,194407,2018,pop; Dance/Electronic,0.687
David Guetta,Flames,194680,2018,hip hop; pop; Dance/Electronic,0.631
Ozuna,Vaina Loca,176133,2018,latin,0.754
Charlie Puth,How Long,200853,2018,pop,0.845
Post Malone,Better Now,231266,2018,hip hop,0.68
BlocBoy JB,Look Alive (feat. Drake),181263,2018,hip hop; pop,0.922
Eminem,River (feat. Ed Sheeran),221013,2017,hip hop,0.748
Marshmello,Happier,214289,2018,pop; Dance/Electronic,0.687
Dean Lewis,Be Alright,196373,2018,pop,0.553
Charlie Puth,Done for Me (feat. Kehlani),180493,2018,pop,0.856
Migos,Stir Fry,190288,2018,hip hop; pop,0.817
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,2018,hip hop; pop,0.745
Drake,In My Feelings,217925,2018,hip hop; pop; R&B,0.835
B Young,Jumanji,173153,2018,hip hop; Dance/Electronic,0.791
Charlie Puth,The Way I Am,186080,2018,pop,0.755
Reik,Me Niego (feat. Ozuna & Wisin),221653,2018,pop; latin,0.777
benny blanco,Eastside (with Halsey & Khalid),173799,2018,hip hop; pop,0.56
Luis Fonsi,Ã‰chame La Culpa,173720,2017,pop; latin,0.733
MK,17,196489,2017,pop; Dance/Electronic,0.703
Rita Ora,Anywhere,215064,2017,hip hop; pop; Dance/Electronic,0.628
Banx & Ranx,Answerphone (feat. Yxng Bane),190920,2018,Dance/Electronic,0.671
Ella Mai,Trip,213993,2018,hip hop; pop; R&B,0.477
Daddy Yankee,Dura,200480,2018,latin,0.783
DJ Khaled,No Brainer,260000,2018,hip hop; pop,0.552
Anne-Marie,2002,186986,2018,pop; Dance/Electronic,0.697
Bruno Mars,Finesse - Remix; feat. Cardi B,217288,2017,pop,0.704
FINNEAS,Let's Fall in Love for the Night,190348,2018,rock; pop; Dance/Electronic,0.737
Hugh Jackman,The Greatest Show,302146,2017,easy listening,0.417
Halsey,Bad At Love,181279,2017,pop; Dance/Electronic,0.675
Drake,I'm Upset,214466,2018,hip hop; pop; R&B,0.899
Camila Cabello,Never Be the Same,226973,2018,pop,0.637
M.O,Bad Vibe,214253,2018,pop; Dance/Electronic,0.813
Dua Lipa,IDGAF,217946,2017,pop,0.836
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,2018,pop; rock,0.747
Bazzi,Mine,131064,2018,pop; Dance/Electronic,0.71
Lil Dicky,Freaky Friday (feat. Chris Brown),216631,2018,hip hop; pop,0.755
Lauv,I Like Me Better,197436,2018,pop; Dance/Electronic,0.752
The Chainsmokers,This Feeling,197946,2018,pop; Dance/Electronic,0.575
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018,pop,0.851
Khalid,Love Lies (with Normani),201707,2018,pop; R&B,0.708
Drake,Nice For What,210746,2018,hip hop; pop; R&B,0.585
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,2017,hip hop,0.8
Post Malone,Psycho (feat. Ty Dolla $ign),221440,2018,hip hop,0.75
Lil Nas X,Old Town Road - Remix,157066,2019,hip hop; pop,0.878
Billie Eilish,bad guy,194087,2019,pop; Dance/Electronic,0.701
Shawn Mendes,SeÃ±orita,190799,2019,pop,0.759
Ariana Grande,7 rings,178626,2019,pop,0.778
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560,2019,hip hop,0.755
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093,2019,Dance/Electronic,0.658
Halsey,Without Me,201660,2018,pop; Dance/Electronic,0.752
Regard,Ride It,157605,2019,pop; Dance/Electronic,0.88
Lady Gaga,Shallow,215733,2018,pop,0.572
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,2018,pop,0.601
Lewis Capaldi,Someone You Loved,182160,2019,pop,0.501
Jax Jones,All Day And Night,169303,2019,hip hop; pop; Dance/Electronic,0.585
Mustard,Pure Water (with Migos),192470,2019,hip hop; pop,0.682
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],176631,2019,hip hop,0.894
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,2018,hip hop,0.861
Daddy Yankee,Con Calma,193226,2019,latin,0.737
Alec Benjamin,Let Me Down Slowly,169353,2018,rock; pop; Dance/Electronic,0.652
BLACKPINK,Kill This Love,189052,2019,pop,0.738
Offset,Clout (feat. Cardi B),205803,2019,hip hop; pop,0.919
MEDUZA,Piece Of Your Heart,152913,2019,pop; Dance/Electronic,0.677
Ed Sheeran,Antisocial (with Travis Scott),161746,2019,pop,0.716
Travis Scott,SICKO MODE,312820,2018,hip hop; Dance/Electronic,0.834
Mabel,Mad Love,169813,2019,pop; Dance/Electronic,0.631
Lana Del Rey,Doin' Time,202192,2019,pop,0.641
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,2019,hip hop; pop; Dance/Electronic,0.842
A Boogie Wit da Hoodie,Look Back at It,179449,2018,hip hop,0.791
Saweetie,My Type,126446,2019,hip hop; pop; R&B,0.899
Lil Tecca,Ransom,131240,2019,hip hop,0.745
Russ Millions,Keisha & Becky - Remix,252906,2019,pop,0.863
Billie Eilish,lovely (with Khalid),200185,2018,pop; Dance/Electronic,0.351
Mabel,Don't Call Me Up,178480,2019,pop; Dance/Electronic,0.674
Lil Nas X,Old Town Road,113000,2019,hip hop; pop,0.907
Meek Mill,Going Bad (feat. Drake),180522,2018,hip hop; pop,0.889
Post Malone,Wow.,149546,2019,hip hop,0.829
Doja Cat,Juicy,202333,2019,pop,0.786
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189486,2018,hip hop,0.581
iann dior,emotions,131213,2019,hip hop; pop,0.63
Paulo Londra,Adan y Eva,256971,2019,hip hop; latin; Dance/Electronic,0.767
Drake,Money In The Grave (Drake ft. Rick Ross),205426,2019,hip hop; pop; R&B,0.831
Lil Nas X,Panini,114893,2019,hip hop; pop,0.703
Bad Bunny,MIA (feat. Drake),210367,2018,latin,0.817
Polo G,Pop Out (feat. Lil Tjay),166560,2019,hip hop,0.772
Juice WRLD,Robbery,240050,2019,hip hop,0.685
21 Savage,a lot,288624,2018,hip hop,0.837
Young Thug,The London (feat. J. Cole & Travis Scott),200106,2019,hip hop; pop,0.796
Anuel AA,China,301714,2019,latin,0.786
Camila Cabello,Liar,207038,2019,pop,0.74
Flipp Dinero,Leave Me Alone,195637,2019,hip hop; pop,0.792
Cardi B,Money,183527,2018,hip hop; pop,0.95
Ariana Grande,"break up with your girlfriend, i'm bored",190440,2019,pop,0.726
Dave,Location (feat. Burna Boy),241293,2019,hip hop,0.812
Ava Max,Sweet but Psycho,187436,2018,pop,0.719
Dua Lipa,Don't Start Now,183290,2019,pop,0.794
Young T & Bugsey,Strike a Pose (feat. Aitch),214203,2019,hip hop,0.531
Calvin Harris,Giant (with Rag'n'Bone Man),229184,2019,hip hop; pop; Dance/Electronic,0.807
Ed Sheeran,Take Me Back to London (feat. Stormzy),189733,2019,pop,0.885
Cardi B,Please Me,200889,2019,hip hop; pop,0.747
Stormzy,Vossi Bop,196266,2019,hip hop; Dance/Electronic,0.682
Tones And I,Dance Monkey,209438,2019,pop,0.824
Ariana Grande,boyfriend (with Social House),186106,2019,pop,0.4
Bad Bunny,Callaita,250533,2019,latin,0.61
Ava Max,So Am I,183026,2019,pop,0.682
Pedro CapÃ³,Calma - Remix,238200,2018,pop; latin,0.826
J. Cole,MIDDLE CHILD,213593,2019,hip hop,0.837
Lunay,Soltera - Remix,266086,2019,pop; latin,0.795
Khalid,Better,229412,2018,pop; R&B,0.442
Blueface,Thotiana,129264,2018,hip hop,0.906
DaBaby,Suge,163320,2019,hip hop,0.876
AJ Tracey,Ladbroke Grove,190537,2019,hip hop; Dance/Electronic,0.903
Billie Eilish,bury a friend,193143,2019,pop; Dance/Electronic,0.905
BTS,Boy With Luv (feat. Halsey),229773,2019,pop,0.645
Wiley,Boasty (feat. Idris Elba),177185,2019,hip hop; Dance/Electronic,0.887
Jonas Brothers,Only Human,183000,2019,pop,0.795
5 Seconds of Summer,Easier,157492,2019,pop,0.505
Avicii,SOS (feat. Aloe Blacc),157202,2019,pop; Dance/Electronic,0.802
"Tyler, The Creator",EARFQUAKE,190066,2019,hip hop,0.554
Ashley O,On A Roll,154447,2019,set(),0.736
Dominic Fike,3 Nights,177666,2018,rock; pop,0.815
Sigala,Wish You Well,205653,2019,pop; Dance/Electronic,0.669
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),199427,2019,hip hop; pop; R&B,0.872
Anuel AA,Secreto,258800,2019,latin,0.807
